incident_id,subject_id,agency_id,agency_name,agency_type,incident_date,year_month,incident_type,contact_reason,incident_location,subject_race,subject_sex,subject_age_group,subject_perceived_armed,subject_weapon,subject_perceived_impaired,subject_resistance,type_of_force,subject_injury,officer_injury,officer_race,officer_sex
UOF021303,S61103,A012,Grandview Police Department,Municipal Police,2025-07-06,2025-07,Vehicle Stop,Public Request for Service,Unincorporated Area,Black or African American,Female,35 to 44,No,Not Applicable,No,Active Resistance,Chemical Agent,No,Yes,Hispanic or Latino,Male
UOF021304,S07641,A012,Grandview Police Department,Municipal Police,2025-07-16,2025-07,Property Offense,Public Request for Service,Unincorporated Area,White,Male,55 and over,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021305,S24192,A012,Grandview Police Department,Municipal Police,2025-07-24,2025-07,Property Offense,Public Request for Service,Unincorporated Area,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021306,S84788,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Vehicle Stop,Agency Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,American Indian or Alaska Native,Male
UOF021307,S83372,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Vehicle Stop,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF021308,S34878,A012,Grandview Police Department,Municipal Police,2025-07-28,2025-07,Offense Against Person,Planned Activities,City,White,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Female
UOF021309,S41055,A012,Grandview Police Department,Municipal Police,2025-07-14,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,Unknown,Female,35 to 44,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF021310,S61679,A012,Grandview Police Department,Municipal Police,2025-07-01,2025-07,Property Offense,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF021311,S25333,A012,Grandview Police Department,Municipal Police,2025-07-01,2025-07,Vehicle Stop,Individual Officer/Unit Initiated,City,Unknown,Male,35 to 44,No,Not Applicable,No,Assaultive,ECW,Yes,No,White,Male
UOF021312,S59396,A012,Grandview Police Department,Municipal Police,2025-07-13,2025-07,Property Offense,Individual Officer/Unit Initiated,State Highway,White,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF021313,S66898,A012,Grandview Police Department,Municipal Police,2025-07-31,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,No,Active Resistance,K9,Yes,No,Hispanic or Latino,Male
UOF021314,S55014,A012,Grandview Police Department,Municipal Police,2025-07-25,2025-07,Offense Against Person,Public Request for Service,City,Multiple Races/Ethnicities,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Impact Weapon,Yes,No,Asian,Male
UOF021315,S41571,A012,Grandview Police Department,Municipal Police,2025-07-22,2025-07,Warrant,Public Request for Service,City,Black or African American,Male,45 to 54,Yes,Edged Object,Yes,Assaultive,Impact Weapon,No,Yes,Hispanic or Latino,Male
UOF021316,S35330,A012,Grandview Police Department,Municipal Police,2025-07-07,2025-07,Property Offense,Agency Request for Service,Unincorporated Area,Black or African American,Male,25 to 34,No,Not Applicable,No,Assaultive,Physical Control,No,No,White,Male
UOF021317,S37180,A012,Grandview Police Department,Municipal Police,2025-07-24,2025-07,Vehicle Stop,Public Request for Service,Interstate Highway,Black or African American,Female,35 to 44,Yes,Blunt Object,Yes,Assaultive,Physical Control,No,No,White,Male
UOF021318,S04360,A012,Grandview Police Department,Municipal Police,2025-07-31,2025-07,Vehicle Stop,Planned Activities,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Impact Weapon,Yes,No,White,Male
UOF021319,S26620,A012,Grandview Police Department,Municipal Police,2025-07-18,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF021320,S26022,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,Yes,No,Hawaiian or Pacific Islander,Male
UOF021321,S64645,A012,Grandview Police Department,Municipal Police,2025-07-18,2025-07,Property Offense,Public Request for Service,Unincorporated Area,Unknown,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Asian,Male
UOF021322,S75547,A012,Grandview Police Department,Municipal Police,2025-07-17,2025-07,Warrant,Public Request for Service,City,White,Male,45 to 54,Yes,Firearm,Yes,Assaultive,K9,Yes,Yes,White,Female
UOF021323,S18816,A012,Grandview Police Department,Municipal Police,2025-07-29,2025-07,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,Unknown,Male
UOF021324,S78525,A012,Grandview Police Department,Municipal Police,2025-07-23,2025-07,Vehicle Stop,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,ECW,No,No,Unknown,Male
UOF021325,S76596,A012,Grandview Police Department,Municipal Police,2025-07-23,2025-07,Offense Against Person,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF021326,S41446,A012,Grandview Police Department,Municipal Police,2025-07-08,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,Yes,None,Physical Control,Yes,No,Unknown,Male
UOF021327,S31336,A012,Grandview Police Department,Municipal Police,2025-07-17,2025-07,Public Order Offense,Public Request for Service,City,Black or African American,Male,25 to 34,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF021328,S34023,A012,Grandview Police Department,Municipal Police,2025-07-18,2025-07,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,45 to 54,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021329,S29691,A012,Grandview Police Department,Municipal Police,2025-07-02,2025-07,Vehicle Stop,Public Request for Service,Unincorporated Area,Unknown,Female,35 to 44,No,Not Applicable,No,Assaultive,ECW,Yes,No,White,Male
UOF021330,S21561,A012,Grandview Police Department,Municipal Police,2025-07-14,2025-07,Offense Against Person,Agency Request for Service,Unincorporated Area,Hispanic or Latino,Female,35 to 44,Yes,Firearm,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF021331,S78695,A012,Grandview Police Department,Municipal Police,2025-07-24,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Female,55 and over,No,Not Applicable,Yes,Assaultive,Chemical Agent,No,No,White,Male
UOF021332,S50997,A012,Grandview Police Department,Municipal Police,2025-07-23,2025-07,Vehicle Stop,Individual Officer/Unit Initiated,City,Asian,Male,55 and over,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,Yes,Unknown,Male
UOF021333,S82820,A012,Grandview Police Department,Municipal Police,2025-07-04,2025-07,Warrant,Individual Officer/Unit Initiated,City,Black or African American,Female,45 to 54,Yes,Edged Object,No,Passive Resistance,Physical Control,No,No,White,Male
UOF021334,S41483,A012,Grandview Police Department,Municipal Police,2025-07-24,2025-07,Public Order Offense,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Hispanic or Latino,Male
UOF021335,S20336,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Public Order Offense,Individual Officer/Unit Initiated,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,ECW,No,No,American Indian or Alaska Native,Male
UOF021336,S83080,A012,Grandview Police Department,Municipal Police,2025-07-22,2025-07,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Impact Weapon,No,No,Unknown,Female
UOF021337,S25938,A012,Grandview Police Department,Municipal Police,2025-07-09,2025-07,Vehicle Stop,Public Request for Service,City,White,Female,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,White,Male
UOF021338,S01653,A012,Grandview Police Department,Municipal Police,2025-07-11,2025-07,Property Offense,Public Request for Service,City,Black or African American,Male,45 to 54,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,Yes,White,Female
UOF021339,S12017,A012,Grandview Police Department,Municipal Police,2025-07-28,2025-07,Property Offense,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,ECW,No,No,Unknown,Male
UOF021340,S02585,A012,Grandview Police Department,Municipal Police,2025-07-28,2025-07,Vehicle Stop,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,K9,Yes,No,White,Male
UOF021341,S64358,A012,Grandview Police Department,Municipal Police,2025-07-11,2025-07,Vehicle Stop,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,K9,No,No,White,Male
UOF021342,S11234,A012,Grandview Police Department,Municipal Police,2025-07-09,2025-07,Warrant,Public Request for Service,City,White,Female,35 to 44,Yes,Blunt Object,Yes,Passive Resistance,Chemical Agent,No,Yes,Unknown,Male
UOF021343,S83611,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,Under 18,Yes,Firearm,No,Threat of Deadly Force,Physical Control,No,No,Unknown,Male
UOF021344,S08207,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Property Offense,Agency Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,No,Active Resistance,ECW,No,Yes,Unknown,Male
UOF021345,S50271,A012,Grandview Police Department,Municipal Police,2025-07-29,2025-07,Property Offense,Public Request for Service,Unincorporated Area,Unknown,Male,18 to 24,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Hawaiian or Pacific Islander,Female
UOF021346,S72278,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Public Order Offense,Public Request for Service,City,Hispanic or Latino,Female,35 to 44,Yes,Blunt Object,Yes,Active Resistance,K9,Yes,No,White,Male
UOF021347,S61904,A012,Grandview Police Department,Municipal Police,2025-07-08,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Female
UOF021348,S20568,A012,Grandview Police Department,Municipal Police,2025-07-02,2025-07,Other,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,Hispanic or Latino,Male
UOF021349,S01343,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Public Order Offense,Public Request for Service,City,White,Male,25 to 34,Yes,Firearm,Yes,Threat of Deadly Force,Physical Control,Yes,No,White,Male
UOF021350,S79774,A012,Grandview Police Department,Municipal Police,2025-07-11,2025-07,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,ECW,Yes,Yes,Unknown,Male
UOF021351,S12917,A012,Grandview Police Department,Municipal Police,2025-07-27,2025-07,Offense Against Person,Unknown,City,Hispanic or Latino,Male,35 to 44,Yes,None Found,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF021352,S66451,A012,Grandview Police Department,Municipal Police,2025-07-17,2025-07,Public Order Offense,Agency Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,K9,Yes,No,Hispanic or Latino,Male
UOF021353,S52210,A012,Grandview Police Department,Municipal Police,2025-07-25,2025-07,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Female,45 to 54,Yes,Blunt Object,No,Active Resistance,Physical Control,No,No,White,Male
UOF021354,S71747,A012,Grandview Police Department,Municipal Police,2025-07-30,2025-07,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,No,Active Resistance,Chemical Agent,No,Yes,White,Male
UOF021355,S50758,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,Yes,No,White,Male
UOF021356,S40571,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Offense Against Person,Unknown,City,American Indian or Alaska Native,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021357,S49922,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Public Order Offense,Individual Officer/Unit Initiated,City,Asian,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,ECW,No,No,White,Male
UOF021358,S55083,A012,Grandview Police Department,Municipal Police,2025-07-25,2025-07,Pedestrian Stop,Public Request for Service,City,Black or African American,Male,18 to 24,Yes,Firearm,No,None,Physical Control,No,No,White,Male
UOF021359,S46508,A012,Grandview Police Department,Municipal Police,2025-07-03,2025-07,Vehicle Stop,Public Request for Service,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Less Lethal Projectile,Yes,No,Unknown,Male
UOF021360,S24542,A012,Grandview Police Department,Municipal Police,2025-07-31,2025-07,Property Offense,Public Request for Service,City,Black or African American,Female,25 to 34,Yes,Firearm,Yes,Assaultive,Impact Weapon,No,No,Unknown,Male
UOF021361,S29222,A012,Grandview Police Department,Municipal Police,2025-07-24,2025-07,Property Offense,Agency Request for Service,City,White,Male,45 to 54,Yes,Firearm,Yes,Passive Resistance,Physical Control,No,No,White,Female
UOF021362,S84959,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Property Offense,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,No,Threat of Deadly Force,Firearm Discharge,Yes,No,White,Male
UOF021363,S72591,A012,Grandview Police Department,Municipal Police,2025-07-16,2025-07,Warrant,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021364,S15360,A012,Grandview Police Department,Municipal Police,2025-07-29,2025-07,Vehicle Stop,Agency Request for Service,Unincorporated Area,Unknown,Male,35 to 44,Yes,Firearm,No,Assaultive,ECW,No,No,Unknown,Male
UOF021365,S48070,A012,Grandview Police Department,Municipal Police,2025-07-04,2025-07,Vehicle Stop,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021366,S04820,A012,Grandview Police Department,Municipal Police,2025-07-15,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF021367,S24175,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Vehicle Stop,Public Request for Service,Unincorporated Area,Asian,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Impact Weapon,No,No,Unknown,Male
UOF021368,S69142,A012,Grandview Police Department,Municipal Police,2025-07-19,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021369,S76380,A012,Grandview Police Department,Municipal Police,2025-07-03,2025-07,Offense Against Person,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,ECW,Yes,No,Unknown,Male
UOF021370,S29476,A012,Grandview Police Department,Municipal Police,2025-07-30,2025-07,Property Offense,Agency Request for Service,City,Hispanic or Latino,Male,55 and over,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021371,S60892,A012,Grandview Police Department,Municipal Police,2025-07-18,2025-07,Vehicle Stop,Agency Request for Service,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,No,Assaultive,Physical Control,No,No,Asian,Male
UOF021372,S66072,A012,Grandview Police Department,Municipal Police,2025-07-25,2025-07,Warrant,Public Request for Service,Unincorporated Area,White,Female,45 to 54,No,Not Applicable,No,Active Resistance,ECW,Yes,No,Black or African American,Male
UOF021373,S54103,A012,Grandview Police Department,Municipal Police,2025-07-19,2025-07,Property Offense,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021374,S06798,A012,Grandview Police Department,Municipal Police,2025-07-08,2025-07,Vehicle Stop,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,Yes,White,Male
UOF021375,S55469,A012,Grandview Police Department,Municipal Police,2025-07-14,2025-07,Vehicle Stop,Public Request for Service,City,White,Male,55 and over,Yes,Edged Object,No,Active Resistance,Impact Weapon,Yes,No,White,Male
UOF021376,S66901,A012,Grandview Police Department,Municipal Police,2025-07-02,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,White,Female,Under 18,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021377,S67918,A012,Grandview Police Department,Municipal Police,2025-07-26,2025-07,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,25 to 34,Yes,Edged Object,No,None,Physical Control,No,No,Asian,Male
UOF021378,S80480,A012,Grandview Police Department,Municipal Police,2025-07-12,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,Unknown,Male,55 and over,No,Not Applicable,Yes,Active Resistance,ECW,No,Yes,Unknown,Female
UOF021379,S16689,A012,Grandview Police Department,Municipal Police,2025-07-06,2025-07,Other,Public Request for Service,City,Unknown,Male,55 and over,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,White,Male
UOF021380,S04547,A012,Grandview Police Department,Municipal Police,2025-07-05,2025-07,Public Order Offense,Agency Request for Service,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021381,S53875,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Vehicle Stop,Agency Request for Service,Unincorporated Area,White,Female,45 to 54,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,White,Female
UOF021382,S33521,A012,Grandview Police Department,Municipal Police,2025-07-29,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,Under 18,Yes,Blunt Object,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021383,S13927,A012,Grandview Police Department,Municipal Police,2025-07-27,2025-07,Other,Planned Activities,City,Black or African American,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021384,S25997,A012,Grandview Police Department,Municipal Police,2025-07-06,2025-07,Property Offense,Public Request for Service,City,White,Female,25 to 34,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021385,S01972,A012,Grandview Police Department,Municipal Police,2025-07-10,2025-07,Civil Caretaking,Agency Request for Service,City,Unknown,Female,25 to 34,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Multiple Races/Ethnicities,Male
UOF021386,S75597,A012,Grandview Police Department,Municipal Police,2025-07-15,2025-07,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021387,S04671,A012,Grandview Police Department,Municipal Police,2025-07-01,2025-07,Pedestrian Stop,Public Request for Service,City,White,Male,25 to 34,Yes,Blunt Object,Yes,Assaultive,Physical Control,No,Yes,White,Male
UOF021388,S24833,A012,Grandview Police Department,Municipal Police,2025-07-15,2025-07,Property Offense,Agency Request for Service,City,American Indian or Alaska Native,Male,18 to 24,No,Not Applicable,No,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF021389,S32535,A012,Grandview Police Department,Municipal Police,2025-07-08,2025-07,Offense Against Person,Agency Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF021390,S18779,A012,Grandview Police Department,Municipal Police,2025-07-09,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF021391,S09580,A012,Grandview Police Department,Municipal Police,2025-07-19,2025-07,Offense Against Person,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,Unknown,Male
UOF021392,S73872,A012,Grandview Police Department,Municipal Police,2025-07-31,2025-07,Offense Against Person,Agency Request for Service,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021393,S19533,A012,Grandview Police Department,Municipal Police,2025-07-15,2025-07,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,No,Passive Resistance,ECW,No,No,White,Male
UOF021394,S65923,A012,Grandview Police Department,Municipal Police,2025-07-14,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,Yes,No,Hispanic or Latino,Male
UOF021395,S80429,A012,Grandview Police Department,Municipal Police,2025-07-25,2025-07,Property Offense,Public Request for Service,Unincorporated Area,White,Male,Under 18,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF021396,S16443,A012,Grandview Police Department,Municipal Police,2025-07-14,2025-07,Offense Against Person,Individual Officer/Unit Initiated,State Highway,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Asian,Male
UOF021397,S09194,A012,Grandview Police Department,Municipal Police,2025-07-18,2025-07,Property Offense,Planned Activities,City,Unknown,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021398,S26461,A012,Grandview Police Department,Municipal Police,2025-07-03,2025-07,Public Order Offense,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Threat of Deadly Force,Firearm Discharge,Yes,No,Unknown,Male
UOF021399,S44600,A012,Grandview Police Department,Municipal Police,2025-07-28,2025-07,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,Black or African American,Female,25 to 34,Yes,Projectile,No,Passive Resistance,Physical Control,No,No,White,Male
UOF021400,S14669,A012,Grandview Police Department,Municipal Police,2025-07-27,2025-07,Property Offense,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF021401,S00588,A012,Grandview Police Department,Municipal Police,2025-07-26,2025-07,Warrant,Agency Request for Service,Unincorporated Area,White,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021402,S73562,A012,Grandview Police Department,Municipal Police,2025-07-23,2025-07,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,ECW,Yes,No,White,Male
UOF021403,S67452,A012,Grandview Police Department,Municipal Police,2025-07-12,2025-07,Property Offense,Public Request for Service,City,Unknown,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021404,S29797,A012,Grandview Police Department,Municipal Police,2025-07-26,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,45 to 54,No,Not Applicable,Yes,Assaultive,Chemical Agent,No,No,Unknown,Male
UOF021405,S21908,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Unknown,Male
UOF021406,S18115,A012,Grandview Police Department,Municipal Police,2025-07-21,2025-07,Offense Against Person,Public Request for Service,City,Black or African American,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021407,S56375,A012,Grandview Police Department,Municipal Police,2025-07-04,2025-07,Warrant,Individual Officer/Unit Initiated,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF021408,S61757,A012,Grandview Police Department,Municipal Police,2025-07-02,2025-07,Civil Caretaking,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,55 and over,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Female
UOF021409,S65164,A012,Grandview Police Department,Municipal Police,2025-07-20,2025-07,Warrant,Agency Request for Service,City,Hispanic or Latino,Male,18 to 24,Yes,Blunt Object,No,Assaultive,Physical Control,No,No,Unknown,Female
UOF021410,S38311,A012,Grandview Police Department,Municipal Police,2025-07-07,2025-07,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Impact Weapon,Yes,No,White,Male
UOF021411,S78530,A012,Grandview Police Department,Municipal Police,2025-08-12,2025-08,Civil Caretaking,Agency Request for Service,Unincorporated Area,Unknown,Female,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,White,Male
UOF021412,S83826,A012,Grandview Police Department,Municipal Police,2025-08-02,2025-08,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF021413,S49530,A012,Grandview Police Department,Municipal Police,2025-08-13,2025-08,Warrant,Public Request for Service,City,White,Male,45 to 54,Yes,Firearm,No,Active Resistance,Physical Control,No,No,American Indian or Alaska Native,Male
UOF021414,S76657,A012,Grandview Police Department,Municipal Police,2025-08-20,2025-08,Property Offense,Individual Officer/Unit Initiated,City,White,Male,25 to 34,No,Not Applicable,Yes,Threat of Deadly Force,ECW,No,No,Unknown,Male
UOF021415,S64788,A012,Grandview Police Department,Municipal Police,2025-08-09,2025-08,Property Offense,Agency Request for Service,Unincorporated Area,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Asian,Male
UOF021416,S63429,A012,Grandview Police Department,Municipal Police,2025-08-19,2025-08,Other,Public Request for Service,City,Multiple Races/Ethnicities,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Chemical Agent,Yes,No,Hispanic or Latino,Male
UOF021417,S14579,A012,Grandview Police Department,Municipal Police,2025-08-11,2025-08,Other,Individual Officer/Unit Initiated,City,White,Female,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Female
UOF021418,S40386,A012,Grandview Police Department,Municipal Police,2025-08-07,2025-08,Civil Caretaking,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,K9,No,No,Unknown,Male
UOF021419,S85910,A012,Grandview Police Department,Municipal Police,2025-08-16,2025-08,Pedestrian Stop,Agency Request for Service,City,Black or African American,Male,35 to 44,Yes,Firearm,No,Active Resistance,Physical Control,No,No,White,Male
UOF021420,S67429,A012,Grandview Police Department,Municipal Police,2025-08-30,2025-08,Property Offense,Public Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Black or African American,Male
UOF021421,S67625,A012,Grandview Police Department,Municipal Police,2025-08-20,2025-08,Property Offense,Public Request for Service,City,White,Male,55 and over,No,Not Applicable,No,Active Resistance,Physical Control,Yes,No,White,Male
UOF021422,S75752,A012,Grandview Police Department,Municipal Police,2025-08-23,2025-08,Other,Individual Officer/Unit Initiated,City,White,Male,25 to 34,Yes,Edged Object,Yes,None,Physical Control,No,No,White,Female
UOF021423,S89821,A012,Grandview Police Department,Municipal Police,2025-08-09,2025-08,Warrant,Public Request for Service,City,Asian,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,ECW,Yes,No,Unknown,Male
UOF021424,S45316,A012,Grandview Police Department,Municipal Police,2025-08-29,2025-08,Property Offense,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,American Indian or Alaska Native,Male
