agency_id,year_month,incident_type,n_calls
A010,2022-07,Property Offense,92
A010,2022-07,Public Order Offense,94
A010,2022-07,Vehicle Stop,67
A010,2022-07,Warrant,5
A010,2022-08,Civil Caretaking,369
A010,2022-08,Offense Against Person,30
A010,2022-08,Other,367
A010,2022-08,Pedestrian Stop,37
A010,2022-08,Property Offense,217
A010,2022-08,Public Order Offense,127
A010,2022-08,Vehicle Stop,112
A010,2022-08,Warrant,11
A010,2022-09,Civil Caretaking,562
A010,2022-09,Offense Against Person,50
A010,2022-09,Other,540
A010,2022-09,Pedestrian Stop,78
A010,2022-09,Property Offense,282
A010,2022-09,Public Order Offense,270
A010,2022-09,Vehicle Stop,159
A010,2022-09,Warrant,17
A010,2022-10,Civil Caretaking,506
A010,2022-10,Offense Against Person,57
A010,2022-10,Other,509
A010,2022-10,Pedestrian Stop,76
A010,2022-10,Property Offense,237
A010,2022-10,Public Order Offense,189
A010,2022-10,Vehicle Stop,126
A010,2022-10,Warrant,24
A010,2022-11,Civil Caretaking,352
A010,2022-11,Offense Against Person,56
A010,2022-11,Other,431
A010,2022-11,Pedestrian Stop,60
A010,2022-11,Property Offense,194
A010,2022-11,Public Order Offense,196
A010,2022-11,Vehicle Stop,105
A010,2022-11,Warrant,14
A010,2022-12,Civil Caretaking,328
A010,2022-12,Offense Against Person,40
A010,2022-12,Other,336
A010,2022-12,Pedestrian Stop,41
A010,2022-12,Property Offense,204
A010,2022-12,Public Order Offense,115
A010,2022-12,Vehicle Stop,98
A010,2022-12,Warrant,14
A010,2023-01,Civil Caretaking,421
A010,2023-01,Offense Against Person,43
A010,2023-01,Other,399
A010,2023-01,Pedestrian Stop,51
A010,2023-01,Property Offense,222
A010,2023-01,Public Order Offense,162
A010,2023-01,Vehicle Stop,121
A010,2023-01,Warrant,16
A010,2023-02,Civil Caretaking,408
A010,2023-02,Offense Against Person,42
A010,2023-02,Other,448
A010,2023-02,Pedestrian Stop,61
A010,2023-02,Property Offense,222
A010,2023-02,Public Order Offense,200
A010,2023-02,Vehicle Stop,107
A010,2023-02,Warrant,17
A010,2023-03,Civil Caretaking,395
A010,2023-03,Offense Against Person,46
A010,2023-03,Other,413
A010,2023-03,Pedestrian Stop,52
A010,2023-03,Property Offense,200
A010,2023-03,Public Order Offense,181
A010,2023-03,Vehicle Stop,131
A010,2023-03,Warrant,16
A010,2023-04,Civil Caretaking,436
A010,2023-04,Offense Against Person,38
A010,2023-04,Other,420
A010,2023-04,Pedestrian Stop,55
A010,2023-04,Property Offense,207
A010,2023-04,Public Order Offense,166
A010,2023-04,Vehicle Stop,101
A010,2023-04,Warrant,12
A010,2023-05,Civil Caretaking,296
A010,2023-05,Offense Against Person,29
A010,2023-05,Other,290
A010,2023-05,Pedestrian Stop,34
A010,2023-05,Property Offense,128
A010,2023-05,Public Order Offense,125
A010,2023-05,Vehicle Stop,72
A010,2023-05,Warrant,5
A010,2023-06,Civil Caretaking,235
A010,2023-06,Offense Against Person,24
A010,2023-06,Other,227
A010,2023-06,Pedestrian Stop,29
A010,2023-06,Property Offense,108
A010,2023-06,Public Order Offense,93
A010,2023-06,Vehicle Stop,72
A010,2023-06,Warrant,9
A010,2023-07,Civil Caretaking,220
A010,2023-07,Offense Against Person,18
A010,2023-07,Other,191
A010,2023-07,Pedestrian Stop,40
A010,2023-07,Property Offense,99
A010,2023-07,Public Order Offense,82
A010,2023-07,Vehicle Stop,70
A010,2023-07,Warrant,7
A010,2023-08,Civil Caretaking,343
A010,2023-08,Offense Against Person,47
A010,2023-08,Other,332
A010,2023-08,Pedestrian Stop,35
A010,2023-08,Property Offense,173
A010,2023-08,Public Order Offense,119
A010,2023-08,Vehicle Stop,92
A010,2023-08,Warrant,11
A010,2023-09,Civil Caretaking,536
A010,2023-09,Offense Against Person,55
A010,2023-09,Other,562
A010,2023-09,Pedestrian Stop,79
A010,2023-09,Property Offense,272
A010,2023-09,Public Order Offense,206
A010,2023-09,Vehicle Stop,177
A010,2023-09,Warrant,5
A010,2023-10,Civil Caretaking,531
A010,2023-10,Offense Against Person,52
A010,2023-10,Other,535
A010,2023-10,Pedestrian Stop,86
A010,2023-10,Property Offense,235
A010,2023-10,Public Order Offense,215
A010,2023-10,Vehicle Stop,115
A010,2023-10,Warrant,15
A010,2023-11,Civil Caretaking,389
A010,2023-11,Offense Against Person,36
A010,2023-11,Other,356
A010,2023-11,Pedestrian Stop,66
A010,2023-11,Property Offense,222
A010,2023-11,Public Order Offense,153
A010,2023-11,Vehicle Stop,107
A010,2023-11,Warrant,10
A010,2023-12,Civil Caretaking,381
A010,2023-12,Offense Against Person,33
A010,2023-12,Other,326
A010,2023-12,Pedestrian Stop,44
A010,2023-12,Property Offense,165
A010,2023-12,Public Order Offense,140
A010,2023-12,Vehicle Stop,90
A010,2023-12,Warrant,12
A010,2024-01,Civil Caretaking,381
A010,2024-01,Offense Against Person,42
A010,2024-01,Other,406
A010,2024-01,Pedestrian Stop,71
A010,2024-01,Property Offense,195
A010,2024-01,Public Order Offense,155
A010,2024-01,Vehicle Stop,125
A010,2024-01,Warrant,19
A010,2024-02,Civil Caretaking,413
A010,2024-02,Offense Against Person,37
A010,2024-02,Other,389
A010,2024-02,Pedestrian Stop,45
A010,2024-02,Property Offense,205
A010,2024-02,Public Order Offense,183
A010,2024-02,Vehicle Stop,132
A010,2024-02,Warrant,10
A010,2024-03,Civil Caretaking,376
A010,2024-03,Offense Against Person,41
A010,2024-03,Other,372
A010,2024-03,Pedestrian Stop,50
A010,2024-03,Property Offense,180
A010,2024-03,Public Order Offense,183
A010,2024-03,Vehicle Stop,133
A010,2024-03,Warrant,8
A010,2024-04,Civil Caretaking,366
A010,2024-04,Offense Against Person,36
A010,2024-04,Other,374
A010,2024-04,Pedestrian Stop,53
A010,2024-04,Property Offense,206
A010,2024-04,Public Order Offense,164
A010,2024-04,Vehicle Stop,107
A010,2024-04,Warrant,11
A010,2024-05,Civil Caretaking,293
A010,2024-05,Offense Against Person,28
A010,2024-05,Other,299
A010,2024-05,Pedestrian Stop,41
A010,2024-05,Property Offense,120
A010,2024-05,Public Order Offense,128
A010,2024-05,Vehicle Stop,101
A010,2024-05,Warrant,9
A010,2024-06,Civil Caretaking,226
A010,2024-06,Offense Against Person,23
A010,2024-06,Other,201
A010,2024-06,Pedestrian Stop,29
A010,2024-06,Property Offense,121
A010,2024-06,Public Order Offense,80
A010,2024-06,Vehicle Stop,67
A010,2024-06,Warrant,3
A010,2024-07,Civil Caretaking,224
A010,2024-07,Offense Against Person,13
A010,2024-07,Other,206
A010,2024-07,Pedestrian Stop,29
A010,2024-07,Property Offense,120
A010,2024-07,Public Order Offense,101
A010,2024-07,Vehicle Stop,50
A010,2024-07,Warrant,12
A010,2024-08,Civil Caretaking,350
A010,2024-08,Offense Against Person,41
A010,2024-08,Other,305
A010,2024-08,Pedestrian Stop,52
A010,2024-08,Property Offense,164
A010,2024-08,Public Order Offense,132
A010,2024-08,Vehicle Stop,89
A010,2024-08,Warrant,10
A010,2024-09,Civil Caretaking,557
A010,2024-09,Offense Against Person,60
A010,2024-09,Other,571
A010,2024-09,Pedestrian Stop,83
A010,2024-09,Property Offense,294
A010,2024-09,Public Order Offense,244
A010,2024-09,Vehicle Stop,132
A010,2024-09,Warrant,9
A010,2024-10,Civil Caretaking,574
A010,2024-10,Offense Against Person,53
A010,2024-10,Other,471
A010,2024-10,Pedestrian Stop,55
A010,2024-10,Property Offense,269
A010,2024-10,Public Order Offense,241
A010,2024-10,Vehicle Stop,135
A010,2024-10,Warrant,11
A010,2024-11,Civil Caretaking,391
A010,2024-11,Offense Against Person,44
A010,2024-11,Other,455
A010,2024-11,Pedestrian Stop,60
A010,2024-11,Property Offense,235
A010,2024-11,Public Order Offense,178
A010,2024-11,Vehicle Stop,113
A010,2024-11,Warrant,13
A010,2024-12,Civil Caretaking,354
A010,2024-12,Offense Against Person,34
A010,2024-12,Other,348
A010,2024-12,Pedestrian Stop,45
A010,2024-12,Property Offense,186
A010,2024-12,Public Order Offense,152
A010,2024-12,Vehicle Stop,98
A010,2024-12,Warrant,5
A010,2025-01,Civil Caretaking,403
A010,2025-01,Offense Against Person,38
A010,2025-01,Other,452
A010,2025-01,Pedestrian Stop,76
A010,2025-01,Property Offense,219
A010,2025-01,Public Order Offense,171
A010,2025-01,Vehicle Stop,129
A010,2025-01,Warrant,9
A010,2025-02,Civil Caretaking,391
A010,2025-02,Offense Against Person,43
A010,2025-02,Other,446
A010,2025-02,Pedestrian Stop,61
A010,2025-02,Property Offense,251
A010,2025-02,Public Order Offense,211
A010,2025-02,Vehicle Stop,102
A010,2025-02,Warrant,22
A010,2025-03,Civil Caretaking,423
A010,2025-03,Offense Against Person,48
A010,2025-03,Other,400
A010,2025-03,Pedestrian Stop,62
A010,2025-03,Property Offense,210
A010,2025-03,Public Order Offense,167
A010,2025-03,Vehicle Stop,128
A010,2025-03,Warrant,18
A010,2025-04,Civil Caretaking,376
A010,2025-04,Offense Against Person,43
A010,2025-04,Other,364
A010,2025-04,Pedestrian Stop,51
A010,2025-04,Property Offense,203
A010,2025-04,Public Order Offense,179
A010,2025-04,Vehicle Stop,137
A010,2025-04,Warrant,14
A010,2025-05,Civil Caretaking,320
A010,2025-05,Offense Against Person,23
A010,2025-05,Other,244
A010,2025-05,Pedestrian Stop,51
A010,2025-05,Property Offense,146
A010,2025-05,Public Order Offense,108
A010,2025-05,Vehicle Stop,79
A010,2025-05,Warrant,10
A010,2025-06,Civil Caretaking,223
A010,2025-06,Offense Against Person,20
A010,2025-06,Other,205
A010,2025-06,Pedestrian Stop,36
A010,2025-06,Property Offense,110
A010,2025-06,Public Order Offense,81
A010,2025-06,Vehicle Stop,62
A010,2025-06,Warrant,7
A010,2025-07,Civil Caretaking,197
A010,2025-07,Offense Against Person,22
A010,2025-07,Other,210
A010,2025-07,Pedestrian Stop,27
A010,2025-07,Property Offense,104
A010,2025-07,Public Order Offense,80
A010,2025-07,Vehicle Stop,62
A010,2025-07,Warrant,7
A010,2025-08,Civil Caretaking,366
A010,2025-08,Offense Against Person,34
A010,2025-08,Other,328
A010,2025-08,Pedestrian Stop,51
A010,2025-08,Property Offense,171
A010,2025-08,Public Order Offense,173
A010,2025-08,Vehicle Stop,81
A010,2025-08,Warrant,12
A010,2025-09,Civil Caretaking,628
A010,2025-09,Offense Against Person,73
A010,2025-09,Other,512
A010,2025-09,Pedestrian Stop,80
A010,2025-09,Property Offense,241
A010,2025-09,Public Order Offense,235
A010,2025-09,Vehicle Stop,172
A010,2025-09,Warrant,18
A010,2025-10,Civil Caretaking,580
A010,2025-10,Offense Against Person,55
A010,2025-10,Other,543
A010,2025-10,Pedestrian Stop,81
A010,2025-10,Property Offense,279
A010,2025-10,Public Order Offense,192
A010,2025-10,Vehicle Stop,158
A010,2025-10,Warrant,10
A010,2025-11,Civil Caretaking,443
A010,2025-11,Offense Against Person,50
A010,2025-11,Other,465
A010,2025-11,Pedestrian Stop,71
A010,2025-11,Property Offense,224
A010,2025-11,Public Order Offense,165
A010,2025-11,Vehicle Stop,135
A010,2025-11,Warrant,11
A010,2025-12,Civil Caretaking,391
A010,2025-12,Offense Against Person,38
A010,2025-12,Other,372
A010,2025-12,Pedestrian Stop,62
A010,2025-12,Property Offense,171
A010,2025-12,Public Order Offense,164
A010,2025-12,Vehicle Stop,109
A010,2025-12,Warrant,9
A010,2026-01,Civil Caretaking,422
A010,2026-01,Offense Against Person,53
A010,2026-01,Other,444
A010,2026-01,Pedestrian Stop,51
A010,2026-01,Property Offense,196
A010,2026-01,Public Order Offense,189
A010,2026-01,Vehicle Stop,120
A010,2026-01,Warrant,14
A010,2026-02,Civil Caretaking,382
A010,2026-02,Offense Against Person,49
A010,2026-02,Other,500
A010,2026-02,Pedestrian Stop,70
A010,2026-02,Property Offense,293
A010,2026-02,Public Order Offense,193
A010,2026-02,Vehicle Stop,122
A010,2026-02,Warrant,18
A010,2026-03,Civil Caretaking,422
A010,2026-03,Offense Against Person,48
A010,2026-03,Other,443
A010,2026-03,Pedestrian Stop,50
A010,2026-03,Property Offense,214
A010,2026-03,Public Order Offense,172
A010,2026-03,Vehicle Stop,111
A010,2026-03,Warrant,7
A010,2026-04,Civil Caretaking,446
A010,2026-04,Offense Against Person,43
A010,2026-04,Other,358
A010,2026-04,Pedestrian Stop,68
A010,2026-04,Property Offense,240
A010,2026-04,Public Order Offense,159
A010,2026-04,Vehicle Stop,113
A010,2026-04,Warrant,6
A010,2026-05,Civil Caretaking,193
A010,2026-05,Offense Against Person,27
A010,2026-05,Other,195
A010,2026-05,Pedestrian Stop,29
A010,2026-05,Property Offense,123
A010,2026-05,Public Order Offense,74
A010,2026-05,Vehicle Stop,49
A010,2026-05,Warrant,6
A010,2026-06,Civil Caretaking,116
A010,2026-06,Offense Against Person,11
A010,2026-06,Other,102
A010,2026-06,Pedestrian Stop,7
A010,2026-06,Property Offense,50
A010,2026-06,Public Order Offense,36
A010,2026-06,Vehicle Stop,23
A010,2026-06,Warrant,3
A011,2019-01,Civil Caretaking,129
A011,2019-01,Offense Against Person,26
A011,2019-01,Other,102
A011,2019-01,Pedestrian Stop,11
A011,2019-01,Property Offense,52
A011,2019-01,Public Order Offense,62
A011,2019-01,Vehicle Stop,76
A011,2019-01,Warrant,5
A011,2019-02,Civil Caretaking,103
A011,2019-02,Offense Against Person,29
A011,2019-02,Other,107
A011,2019-02,Pedestrian Stop,7
A011,2019-02,Property Offense,53
A011,2019-02,Public Order Offense,47
A011,2019-02,Vehicle Stop,64
A011,2019-02,Warrant,10
A011,2019-03,Civil Caretaking,136
A011,2019-03,Offense Against Person,35
A011,2019-03,Other,87
A011,2019-03,Pedestrian Stop,7
A011,2019-03,Property Offense,43
A011,2019-03,Public Order Offense,49
A011,2019-03,Vehicle Stop,63
A011,2019-03,Warrant,14
A011,2019-04,Civil Caretaking,117
A011,2019-04,Offense Against Person,30
A011,2019-04,Other,125
A011,2019-04,Pedestrian Stop,10
A011,2019-04,Property Offense,42
A011,2019-04,Public Order Offense,64
A011,2019-04,Vehicle Stop,74
A011,2019-04,Warrant,8
A011,2019-05,Civil Caretaking,128
A011,2019-05,Offense Against Person,30
A011,2019-05,Other,104
A011,2019-05,Pedestrian Stop,11
A011,2019-05,Property Offense,33
A011,2019-05,Public Order Offense,53
A011,2019-05,Vehicle Stop,70
A011,2019-05,Warrant,13
A011,2019-06,Civil Caretaking,122
A011,2019-06,Offense Against Person,35
A011,2019-06,Other,115
A011,2019-06,Pedestrian Stop,6
A011,2019-06,Property Offense,34
A011,2019-06,Public Order Offense,71
A011,2019-06,Vehicle Stop,79
A011,2019-06,Warrant,12
A011,2019-07,Civil Caretaking,116
A011,2019-07,Offense Against Person,46
A011,2019-07,Other,97
A011,2019-07,Pedestrian Stop,8
A011,2019-07,Property Offense,57
A011,2019-07,Public Order Offense,65
A011,2019-07,Vehicle Stop,114
A011,2019-07,Warrant,11
A011,2019-08,Civil Caretaking,79
A011,2019-08,Offense Against Person,42
A011,2019-08,Other,125
A011,2019-08,Pedestrian Stop,6
A011,2019-08,Property Offense,47
A011,2019-08,Public Order Offense,75
A011,2019-08,Vehicle Stop,103
A011,2019-08,Warrant,9
A011,2019-09,Civil Caretaking,118
A011,2019-09,Offense Against Person,34
A011,2019-09,Other,127
A011,2019-09,Pedestrian Stop,12
A011,2019-09,Property Offense,37
A011,2019-09,Public Order Offense,67
A011,2019-09,Vehicle Stop,78
A011,2019-09,Warrant,4
A011,2019-10,Civil Caretaking,112
A011,2019-10,Offense Against Person,34
A011,2019-10,Other,100
A011,2019-10,Pedestrian Stop,10
A011,2019-10,Property Offense,33
A011,2019-10,Public Order Offense,63
A011,2019-10,Vehicle Stop,92
A011,2019-10,Warrant,6
A011,2019-11,Civil Caretaking,150
A011,2019-11,Offense Against Person,28
A011,2019-11,Other,119
A011,2019-11,Pedestrian Stop,5
A011,2019-11,Property Offense,46
A011,2019-11,Public Order Offense,55
A011,2019-11,Vehicle Stop,76
A011,2019-11,Warrant,11
A011,2019-12,Civil Caretaking,125
A011,2019-12,Offense Against Person,29
A011,2019-12,Other,97
A011,2019-12,Pedestrian Stop,8
A011,2019-12,Property Offense,40
A011,2019-12,Public Order Offense,45
A011,2019-12,Vehicle Stop,78
A011,2019-12,Warrant,5
A011,2020-01,Civil Caretaking,117
A011,2020-01,Offense Against Person,23
A011,2020-01,Other,90
A011,2020-01,Pedestrian Stop,9
A011,2020-01,Property Offense,47
A011,2020-01,Public Order Offense,54
A011,2020-01,Vehicle Stop,75
A011,2020-01,Warrant,9
A011,2020-02,Civil Caretaking,131
A011,2020-02,Offense Against Person,21
A011,2020-02,Other,102
A011,2020-02,Pedestrian Stop,4
A011,2020-02,Property Offense,46
A011,2020-02,Public Order Offense,59
A011,2020-02,Vehicle Stop,64
A011,2020-02,Warrant,15
A011,2020-03,Civil Caretaking,119
A011,2020-03,Offense Against Person,23
A011,2020-03,Other,101
A011,2020-03,Pedestrian Stop,5
A011,2020-03,Property Offense,38
A011,2020-03,Public Order Offense,55
A011,2020-03,Vehicle Stop,93
A011,2020-03,Warrant,11
A011,2020-04,Civil Caretaking,128
A011,2020-04,Offense Against Person,26
A011,2020-04,Other,97
A011,2020-04,Pedestrian Stop,12
A011,2020-04,Property Offense,37
A011,2020-04,Public Order Offense,61
A011,2020-04,Vehicle Stop,70
A011,2020-04,Warrant,11
A011,2020-05,Civil Caretaking,109
A011,2020-05,Offense Against Person,39
A011,2020-05,Other,110
A011,2020-05,Pedestrian Stop,8
A011,2020-05,Property Offense,49
A011,2020-05,Public Order Offense,83
A011,2020-05,Vehicle Stop,72
A011,2020-05,Warrant,10
A011,2020-06,Civil Caretaking,130
A011,2020-06,Offense Against Person,41
A011,2020-06,Other,108
A011,2020-06,Pedestrian Stop,9
A011,2020-06,Property Offense,59
A011,2020-06,Public Order Offense,92
A011,2020-06,Vehicle Stop,93
A011,2020-06,Warrant,15
A011,2020-07,Civil Caretaking,130
A011,2020-07,Offense Against Person,39
A011,2020-07,Other,104
A011,2020-07,Pedestrian Stop,8
A011,2020-07,Property Offense,58
A011,2020-07,Public Order Offense,72
A011,2020-07,Vehicle Stop,90
A011,2020-07,Warrant,7
A011,2020-08,Civil Caretaking,106
A011,2020-08,Offense Against Person,39
A011,2020-08,Other,121
A011,2020-08,Pedestrian Stop,12
A011,2020-08,Property Offense,39
A011,2020-08,Public Order Offense,62
A011,2020-08,Vehicle Stop,101
A011,2020-08,Warrant,7
A011,2020-09,Civil Caretaking,142
A011,2020-09,Offense Against Person,36
A011,2020-09,Other,108
A011,2020-09,Pedestrian Stop,7
A011,2020-09,Property Offense,47
A011,2020-09,Public Order Offense,53
A011,2020-09,Vehicle Stop,84
A011,2020-09,Warrant,11
A011,2020-10,Civil Caretaking,111
A011,2020-10,Offense Against Person,25
A011,2020-10,Other,97
A011,2020-10,Pedestrian Stop,7
A011,2020-10,Property Offense,47
A011,2020-10,Public Order Offense,68
A011,2020-10,Vehicle Stop,94
A011,2020-10,Warrant,7
A011,2020-11,Civil Caretaking,114
A011,2020-11,Offense Against Person,30
A011,2020-11,Other,120
A011,2020-11,Pedestrian Stop,8
A011,2020-11,Property Offense,36
A011,2020-11,Public Order Offense,53
A011,2020-11,Vehicle Stop,80
A011,2020-11,Warrant,10
A011,2020-12,Civil Caretaking,121
A011,2020-12,Offense Against Person,30
A011,2020-12,Other,110
A011,2020-12,Pedestrian Stop,7
A011,2020-12,Property Offense,44
A011,2020-12,Public Order Offense,52
A011,2020-12,Vehicle Stop,98
A011,2020-12,Warrant,4
A011,2021-01,Civil Caretaking,114
A011,2021-01,Offense Against Person,23
A011,2021-01,Other,98
A011,2021-01,Pedestrian Stop,9
A011,2021-01,Property Offense,40
A011,2021-01,Public Order Offense,49
A011,2021-01,Vehicle Stop,89
A011,2021-01,Warrant,6
A011,2021-02,Civil Caretaking,116
A011,2021-02,Offense Against Person,19
A011,2021-02,Other,95
A011,2021-02,Pedestrian Stop,8
A011,2021-02,Property Offense,36
A011,2021-02,Public Order Offense,46
A011,2021-02,Vehicle Stop,77
A011,2021-02,Warrant,5
A011,2021-03,Civil Caretaking,122
A011,2021-03,Offense Against Person,44
A011,2021-03,Other,94
A011,2021-03,Pedestrian Stop,13
A011,2021-03,Property Offense,43
A011,2021-03,Public Order Offense,59
A011,2021-03,Vehicle Stop,78
A011,2021-03,Warrant,5
A011,2021-04,Civil Caretaking,133
A011,2021-04,Offense Against Person,28
A011,2021-04,Other,112
A011,2021-04,Pedestrian Stop,9
A011,2021-04,Property Offense,44
A011,2021-04,Public Order Offense,61
A011,2021-04,Vehicle Stop,84
A011,2021-04,Warrant,12
A011,2021-05,Civil Caretaking,142
A011,2021-05,Offense Against Person,29
A011,2021-05,Other,102
A011,2021-05,Pedestrian Stop,9
A011,2021-05,Property Offense,35
A011,2021-05,Public Order Offense,79
A011,2021-05,Vehicle Stop,80
A011,2021-05,Warrant,9
A011,2021-06,Civil Caretaking,116
A011,2021-06,Offense Against Person,46
A011,2021-06,Other,91
A011,2021-06,Pedestrian Stop,15
A011,2021-06,Property Offense,41
A011,2021-06,Public Order Offense,67
A011,2021-06,Vehicle Stop,83
A011,2021-06,Warrant,10
A011,2021-07,Civil Caretaking,118
A011,2021-07,Offense Against Person,47
A011,2021-07,Other,137
A011,2021-07,Pedestrian Stop,10
A011,2021-07,Property Offense,52
A011,2021-07,Public Order Offense,68
A011,2021-07,Vehicle Stop,88
A011,2021-07,Warrant,8
A011,2021-08,Civil Caretaking,132
A011,2021-08,Offense Against Person,45
A011,2021-08,Other,154
A011,2021-08,Pedestrian Stop,7
A011,2021-08,Property Offense,55
A011,2021-08,Public Order Offense,75
A011,2021-08,Vehicle Stop,88
A011,2021-08,Warrant,14
A011,2021-09,Civil Caretaking,107
A011,2021-09,Offense Against Person,41
A011,2021-09,Other,115
A011,2021-09,Pedestrian Stop,11
A011,2021-09,Property Offense,58
A011,2021-09,Public Order Offense,67
A011,2021-09,Vehicle Stop,102
A011,2021-09,Warrant,17
A011,2021-10,Civil Caretaking,96
A011,2021-10,Offense Against Person,36
A011,2021-10,Other,113
A011,2021-10,Pedestrian Stop,3
A011,2021-10,Property Offense,52
A011,2021-10,Public Order Offense,56
A011,2021-10,Vehicle Stop,87
A011,2021-10,Warrant,10
A011,2021-11,Civil Caretaking,121
A011,2021-11,Offense Against Person,28
A011,2021-11,Other,105
A011,2021-11,Pedestrian Stop,5
A011,2021-11,Property Offense,55
A011,2021-11,Public Order Offense,58
A011,2021-11,Vehicle Stop,70
A011,2021-11,Warrant,9
A011,2021-12,Civil Caretaking,130
A011,2021-12,Offense Against Person,27
A011,2021-12,Other,108
A011,2021-12,Pedestrian Stop,2
A011,2021-12,Property Offense,31
A011,2021-12,Public Order Offense,51
A011,2021-12,Vehicle Stop,73
A011,2021-12,Warrant,7
A011,2022-01,Civil Caretaking,137
A011,2022-01,Offense Against Person,23
A011,2022-01,Other,112
A011,2022-01,Pedestrian Stop,5
A011,2022-01,Property Offense,40
A011,2022-01,Public Order Offense,40
A011,2022-01,Vehicle Stop,69
A011,2022-01,Warrant,10
A011,2022-02,Civil Caretaking,144
A011,2022-02,Offense Against Person,34
A011,2022-02,Other,111
A011,2022-02,Pedestrian Stop,7
A011,2022-02,Property Offense,43
A011,2022-02,Public Order Offense,56
A011,2022-02,Vehicle Stop,71
A011,2022-02,Warrant,10
A011,2022-03,Civil Caretaking,111
A011,2022-03,Offense Against Person,23
A011,2022-03,Other,96
A011,2022-03,Pedestrian Stop,3
A011,2022-03,Property Offense,37
A011,2022-03,Public Order Offense,60
A011,2022-03,Vehicle Stop,61
A011,2022-03,Warrant,12
A011,2022-04,Civil Caretaking,131
A011,2022-04,Offense Against Person,42
A011,2022-04,Other,110
A011,2022-04,Pedestrian Stop,8
A011,2022-04,Property Offense,33
A011,2022-04,Public Order Offense,62
A011,2022-04,Vehicle Stop,86
A011,2022-04,Warrant,9
A011,2022-05,Civil Caretaking,118
A011,2022-05,Offense Against Person,32
A011,2022-05,Other,117
A011,2022-05,Pedestrian Stop,13
A011,2022-05,Property Offense,48
A011,2022-05,Public Order Offense,97
A011,2022-05,Vehicle Stop,84
A011,2022-05,Warrant,9
A011,2022-06,Civil Caretaking,95
A011,2022-06,Offense Against Person,33
A011,2022-06,Other,142
A011,2022-06,Pedestrian Stop,16
A011,2022-06,Property Offense,53
A011,2022-06,Public Order Offense,83
A011,2022-06,Vehicle Stop,94
A011,2022-06,Warrant,12
A011,2022-07,Civil Caretaking,102
A011,2022-07,Offense Against Person,52
A011,2022-07,Other,95
A011,2022-07,Pedestrian Stop,9
A011,2022-07,Property Offense,57
A011,2022-07,Public Order Offense,70
A011,2022-07,Vehicle Stop,85
A011,2022-07,Warrant,16
A011,2022-08,Civil Caretaking,91
A011,2022-08,Offense Against Person,37
A011,2022-08,Other,122
A011,2022-08,Pedestrian Stop,8
A011,2022-08,Property Offense,54
A011,2022-08,Public Order Offense,79
A011,2022-08,Vehicle Stop,94
A011,2022-08,Warrant,14
A011,2022-09,Civil Caretaking,118
A011,2022-09,Offense Against Person,33
A011,2022-09,Other,114
A011,2022-09,Pedestrian Stop,8
A011,2022-09,Property Offense,67
A011,2022-09,Public Order Offense,71
A011,2022-09,Vehicle Stop,88
A011,2022-09,Warrant,15
A011,2022-10,Civil Caretaking,104
A011,2022-10,Offense Against Person,36
A011,2022-10,Other,119
A011,2022-10,Pedestrian Stop,10
A011,2022-10,Property Offense,68
A011,2022-10,Public Order Offense,47
A011,2022-10,Vehicle Stop,102
A011,2022-10,Warrant,10
A011,2022-11,Civil Caretaking,118
A011,2022-11,Offense Against Person,33
A011,2022-11,Other,118
A011,2022-11,Pedestrian Stop,8
A011,2022-11,Property Offense,53
A011,2022-11,Public Order Offense,57
A011,2022-11,Vehicle Stop,92
A011,2022-11,Warrant,12
A011,2022-12,Civil Caretaking,139
A011,2022-12,Offense Against Person,32
A011,2022-12,Other,97
A011,2022-12,Pedestrian Stop,3
A011,2022-12,Property Offense,36
A011,2022-12,Public Order Offense,52
A011,2022-12,Vehicle Stop,76
A011,2022-12,Warrant,2
A011,2023-01,Civil Caretaking,168
A011,2023-01,Offense Against Person,30
A011,2023-01,Other,107
A011,2023-01,Pedestrian Stop,7
A011,2023-01,Property Offense,57
A011,2023-01,Public Order Offense,39
A011,2023-01,Vehicle Stop,79
A011,2023-01,Warrant,9
A011,2023-02,Civil Caretaking,134
A011,2023-02,Offense Against Person,22
A011,2023-02,Other,129
A011,2023-02,Pedestrian Stop,6
A011,2023-02,Property Offense,41
A011,2023-02,Public Order Offense,34
A011,2023-02,Vehicle Stop,81
A011,2023-02,Warrant,9
A011,2023-03,Civil Caretaking,142
A011,2023-03,Offense Against Person,25
A011,2023-03,Other,87
A011,2023-03,Pedestrian Stop,3
A011,2023-03,Property Offense,38
A011,2023-03,Public Order Offense,56
A011,2023-03,Vehicle Stop,83
A011,2023-03,Warrant,8
A011,2023-04,Civil Caretaking,127
A011,2023-04,Offense Against Person,32
A011,2023-04,Other,107
A011,2023-04,Pedestrian Stop,7
A011,2023-04,Property Offense,36
A011,2023-04,Public Order Offense,51
A011,2023-04,Vehicle Stop,88
A011,2023-04,Warrant,10
A011,2023-05,Civil Caretaking,143
A011,2023-05,Offense Against Person,37
A011,2023-05,Other,133
A011,2023-05,Pedestrian Stop,16
A011,2023-05,Property Offense,35
A011,2023-05,Public Order Offense,82
A011,2023-05,Vehicle Stop,90
A011,2023-05,Warrant,10
A011,2023-06,Civil Caretaking,114
A011,2023-06,Offense Against Person,38
A011,2023-06,Other,134
A011,2023-06,Pedestrian Stop,5
A011,2023-06,Property Offense,44
A011,2023-06,Public Order Offense,80
