agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A009,Prairie County Sheriff's Office,County Sheriff,2024-03,Civil Caretaking,Domestic order enforcement,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-03,Civil Caretaking,Civil Caretaking - Other,134
A009,Prairie County Sheriff's Office,County Sheriff,2024-03,Warrant,Warrant,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-03,Other,Other,373
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Assault,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Rape,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Robbery,4
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Civil order violation,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Offense Against Person,Offense Against Person - Other,38
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Arson,4
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Burglary,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Theft,32
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Mischief,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Trespassing,17
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Vehicle theft/prowl,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Property Offense,Property Offense - Other,46
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Public disturbance,41
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Drug related,15
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Sex related,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Weapon related,8
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Transit related,9
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Public Order Offense,Public Order Offense - Other,73
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Vehicle Stop,DUI,25
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Vehicle Stop,Accident,61
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Vehicle Stop,Moving violation,152
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Vehicle Stop,Non-moving violation,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Vehicle Stop,Vehicle Stop - Other,57
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Pedestrian Stop,Pedestrian Stop,25
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Civil Caretaking,Mental health / wellness check,68
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Civil Caretaking,Civil infraction,43
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Civil Caretaking,Eviction order enforcement,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Civil Caretaking,Domestic order enforcement,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Civil Caretaking,Civil Caretaking - Other,123
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Warrant,Warrant,33
A009,Prairie County Sheriff's Office,County Sheriff,2024-04,Other,Other,414
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Assault,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Rape,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Robbery,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Civil order violation,12
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Offense Against Person,Offense Against Person - Other,38
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Arson,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Burglary,17
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Theft,40
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Mischief,17
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Trespassing,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Vehicle theft/prowl,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Property Offense,Property Offense - Other,48
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Public disturbance,44
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Drug related,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Sex related,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Weapon related,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Transit related,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Public Order Offense,Public Order Offense - Other,79
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Vehicle Stop,DUI,39
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Vehicle Stop,Accident,92
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Vehicle Stop,Moving violation,168
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Vehicle Stop,Non-moving violation,53
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Vehicle Stop,Vehicle Stop - Other,88
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Pedestrian Stop,Pedestrian Stop,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Civil Caretaking,Mental health / wellness check,52
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Civil Caretaking,Civil infraction,44
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Civil Caretaking,Eviction order enforcement,22
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Civil Caretaking,Domestic order enforcement,24
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Civil Caretaking,Civil Caretaking - Other,137
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Warrant,Warrant,49
A009,Prairie County Sheriff's Office,County Sheriff,2024-05,Other,Other,400
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Assault,36
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Homicide,1
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Rape,1
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Robbery,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Civil order violation,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Offense Against Person,Offense Against Person - Other,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Arson,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Burglary,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Theft,51
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Mischief,20
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Trespassing,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Vehicle theft/prowl,19
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Property Offense,Property Offense - Other,47
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Public disturbance,67
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Drug related,26
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Sex related,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Weapon related,15
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Transit related,9
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Public Order Offense,Public Order Offense - Other,103
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Vehicle Stop,DUI,24
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Vehicle Stop,Accident,67
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Vehicle Stop,Moving violation,161
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Vehicle Stop,Non-moving violation,52
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Vehicle Stop,Vehicle Stop - Other,68
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Pedestrian Stop,Pedestrian Stop,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Civil Caretaking,Mental health / wellness check,56
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Civil Caretaking,Civil infraction,35
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Civil Caretaking,Eviction order enforcement,9
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Civil Caretaking,Domestic order enforcement,30
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Civil Caretaking,Civil Caretaking - Other,107
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Warrant,Warrant,39
A009,Prairie County Sheriff's Office,County Sheriff,2024-06,Other,Other,408
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Assault,40
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Homicide,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Rape,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Robbery,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Civil order violation,12
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Offense Against Person,Offense Against Person - Other,46
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Arson,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Burglary,33
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Theft,59
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Mischief,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Trespassing,22
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Vehicle theft/prowl,27
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Property Offense,Property Offense - Other,67
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Public disturbance,68
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Drug related,27
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Sex related,8
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Weapon related,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Transit related,17
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Public Order Offense,Public Order Offense - Other,127
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Vehicle Stop,DUI,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Vehicle Stop,Accident,89
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Vehicle Stop,Moving violation,175
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Vehicle Stop,Non-moving violation,50
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Vehicle Stop,Vehicle Stop - Other,100
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Pedestrian Stop,Pedestrian Stop,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Civil Caretaking,Mental health / wellness check,58
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Civil Caretaking,Civil infraction,42
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Civil Caretaking,Eviction order enforcement,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Civil Caretaking,Domestic order enforcement,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Civil Caretaking,Civil Caretaking - Other,156
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Warrant,Warrant,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-07,Other,Other,417
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Assault,34
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Rape,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Robbery,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Civil order violation,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Offense Against Person,Offense Against Person - Other,39
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Arson,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Burglary,32
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Theft,49
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Mischief,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Trespassing,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Vehicle theft/prowl,23
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Property Offense,Property Offense - Other,54
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Public disturbance,44
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Drug related,25
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Sex related,8
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Weapon related,14
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Transit related,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Public Order Offense,Public Order Offense - Other,80
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Vehicle Stop,DUI,35
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Vehicle Stop,Accident,91
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Vehicle Stop,Moving violation,190
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Vehicle Stop,Non-moving violation,48
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Vehicle Stop,Vehicle Stop - Other,62
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Pedestrian Stop,Pedestrian Stop,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Civil Caretaking,Mental health / wellness check,78
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Civil Caretaking,Civil infraction,33
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Civil Caretaking,Eviction order enforcement,12
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Civil Caretaking,Domestic order enforcement,30
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Civil Caretaking,Civil Caretaking - Other,142
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Warrant,Warrant,35
A009,Prairie County Sheriff's Office,County Sheriff,2024-08,Other,Other,407
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Assault,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Rape,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Robbery,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Civil order violation,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Offense Against Person,Offense Against Person - Other,34
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Arson,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Burglary,25
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Theft,58
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Mischief,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Trespassing,17
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Vehicle theft/prowl,15
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Property Offense,Property Offense - Other,76
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Public disturbance,47
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Drug related,19
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Sex related,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Weapon related,9
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Transit related,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Public Order Offense,Public Order Offense - Other,71
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Vehicle Stop,DUI,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Vehicle Stop,Accident,76
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Vehicle Stop,Moving violation,186
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Vehicle Stop,Non-moving violation,64
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Vehicle Stop,Vehicle Stop - Other,97
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Pedestrian Stop,Pedestrian Stop,22
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Civil Caretaking,Mental health / wellness check,73
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Civil Caretaking,Civil infraction,43
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Civil Caretaking,Eviction order enforcement,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Civil Caretaking,Domestic order enforcement,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Civil Caretaking,Civil Caretaking - Other,151
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Warrant,Warrant,41
A009,Prairie County Sheriff's Office,County Sheriff,2024-09,Other,Other,386
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Assault,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Homicide,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Rape,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Robbery,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Civil order violation,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Offense Against Person,Offense Against Person - Other,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Arson,3
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Burglary,33
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Theft,47
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Mischief,27
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Trespassing,18
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Vehicle theft/prowl,18
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Property Offense,Property Offense - Other,85
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Public disturbance,34
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Drug related,18
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Sex related,8
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Weapon related,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Transit related,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Public Order Offense,Public Order Offense - Other,59
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Vehicle Stop,DUI,35
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Vehicle Stop,Accident,74
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Vehicle Stop,Moving violation,182
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Vehicle Stop,Non-moving violation,56
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Vehicle Stop,Vehicle Stop - Other,67
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Pedestrian Stop,Pedestrian Stop,21
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Civil Caretaking,Mental health / wellness check,56
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Civil Caretaking,Civil infraction,33
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Civil Caretaking,Eviction order enforcement,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Civil Caretaking,Domestic order enforcement,28
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Civil Caretaking,Civil Caretaking - Other,140
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Warrant,Warrant,47
A009,Prairie County Sheriff's Office,County Sheriff,2024-10,Other,Other,386
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Assault,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Rape,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Robbery,6
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Civil order violation,9
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Offense Against Person,Offense Against Person - Other,26
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Arson,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Burglary,25
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Theft,44
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Mischief,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Trespassing,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Vehicle theft/prowl,22
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Property Offense,Property Offense - Other,61
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Public disturbance,38
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Drug related,19
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Sex related,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Weapon related,4
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Transit related,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Public Order Offense,Public Order Offense - Other,69
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Vehicle Stop,DUI,38
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Vehicle Stop,Accident,87
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Vehicle Stop,Moving violation,168
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Vehicle Stop,Non-moving violation,63
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Vehicle Stop,Vehicle Stop - Other,102
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Pedestrian Stop,Pedestrian Stop,20
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Civil Caretaking,Mental health / wellness check,86
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Civil Caretaking,Civil infraction,56
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Civil Caretaking,Eviction order enforcement,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Civil Caretaking,Domestic order enforcement,40
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Civil Caretaking,Civil Caretaking - Other,183
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Warrant,Warrant,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-11,Other,Other,394
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Assault,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Homicide,1
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Rape,4
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Robbery,2
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Civil order violation,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Offense Against Person,Offense Against Person - Other,27
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Arson,5
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Burglary,31
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Theft,48
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Mischief,15
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Trespassing,18
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Vehicle theft/prowl,24
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Property Offense,Property Offense - Other,59
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Public disturbance,34
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Drug related,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Sex related,8
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Weapon related,13
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Transit related,1
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Public Order Offense,Public Order Offense - Other,48
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Vehicle Stop,DUI,18
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Vehicle Stop,Accident,74
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Vehicle Stop,Moving violation,137
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Vehicle Stop,Non-moving violation,41
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Vehicle Stop,Vehicle Stop - Other,77
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Pedestrian Stop,Pedestrian Stop,11
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Civil Caretaking,Mental health / wellness check,72
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Civil Caretaking,Civil infraction,46
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Civil Caretaking,Eviction order enforcement,16
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Civil Caretaking,Domestic order enforcement,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Civil Caretaking,Civil Caretaking - Other,160
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Warrant,Warrant,29
A009,Prairie County Sheriff's Office,County Sheriff,2024-12,Other,Other,353
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Assault,21
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Homicide,0
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Rape,2
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Robbery,5
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Civil order violation,5
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Offense Against Person,Offense Against Person - Other,20
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Arson,4
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Burglary,23
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Theft,57
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Mischief,21
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Trespassing,16
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Vehicle theft/prowl,14
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Property Offense,Property Offense - Other,45
A009,Prairie County Sheriff's Office,County Sheriff,2025-01,Public Order Offense,Public disturbance,32
