agency_id,agency_name,agency_type,year_month,sworn_officers,total_cfs,n_arrests,n_uof,provisional,uof_per_100_arrests
A012,Grandview Police Department,Municipal Police,2020-07,902,45927,4130,132,0,3.196
A012,Grandview Police Department,Municipal Police,2020-08,902,45104,4601,157,0,3.412
A012,Grandview Police Department,Municipal Police,2020-09,902,46222,4428,118,0,2.665
A012,Grandview Police Department,Municipal Police,2020-10,902,43659,3782,97,0,2.565
A012,Grandview Police Department,Municipal Police,2020-11,902,40639,3726,101,0,2.711
A012,Grandview Police Department,Municipal Police,2020-12,902,42125,3707,73,0,1.969
A012,Grandview Police Department,Municipal Police,2021-01,902,38984,3423,93,0,2.717
A012,Grandview Police Department,Municipal Police,2021-02,902,40382,4073,87,0,2.136
A012,Grandview Police Department,Municipal Police,2021-03,902,41698,3056,64,0,2.094
A012,Grandview Police Department,Municipal Police,2021-04,902,41389,3373,65,0,1.927
A012,Grandview Police Department,Municipal Police,2021-05,902,45361,4325,126,0,2.913
A012,Grandview Police Department,Municipal Police,2021-06,902,46266,4413,148,0,3.354
A012,Grandview Police Department,Municipal Police,2021-07,902,46597,4516,120,0,2.657
A012,Grandview Police Department,Municipal Police,2021-08,902,47052,4588,155,0,3.378
A012,Grandview Police Department,Municipal Police,2021-09,902,45351,3911,108,0,2.761
A012,Grandview Police Department,Municipal Police,2021-10,902,43512,3826,95,0,2.483
A012,Grandview Police Department,Municipal Police,2021-11,902,41555,3770,93,0,2.467
A012,Grandview Police Department,Municipal Police,2021-12,902,39125,3331,70,0,2.101
A012,Grandview Police Department,Municipal Police,2022-01,902,40186,3902,78,0,1.999
A012,Grandview Police Department,Municipal Police,2022-02,902,40096,3600,78,0,2.167
A012,Grandview Police Department,Municipal Police,2022-03,902,42542,4327,103,0,2.38
A012,Grandview Police Department,Municipal Police,2022-04,902,44458,3851,104,0,2.701
A012,Grandview Police Department,Municipal Police,2022-05,902,44780,3715,89,0,2.396
A012,Grandview Police Department,Municipal Police,2022-06,902,45865,4330,124,0,2.864
A012,Grandview Police Department,Municipal Police,2022-07,902,48601,4595,156,0,3.395
A012,Grandview Police Department,Municipal Police,2022-08,902,45232,4436,149,0,3.359
A012,Grandview Police Department,Municipal Police,2022-09,902,45693,4413,131,0,2.969
A012,Grandview Police Department,Municipal Police,2022-10,902,44611,3918,90,0,2.297
A012,Grandview Police Department,Municipal Police,2022-11,902,44386,3856,91,0,2.36
A012,Grandview Police Department,Municipal Police,2022-12,902,42422,3915,61,0,1.558
A012,Grandview Police Department,Municipal Police,2023-01,902,41175,3480,50,0,1.437
A012,Grandview Police Department,Municipal Police,2023-02,902,39169,3278,64,0,1.952
A012,Grandview Police Department,Municipal Police,2023-03,902,42436,3871,86,0,2.222
A012,Grandview Police Department,Municipal Police,2023-04,902,43002,4035,108,0,2.677
A012,Grandview Police Department,Municipal Police,2023-05,902,43651,4044,85,0,2.102
A012,Grandview Police Department,Municipal Police,2023-06,902,46620,4569,128,0,2.801
A012,Grandview Police Department,Municipal Police,2023-07,902,46886,4337,157,0,3.62
A012,Grandview Police Department,Municipal Police,2023-08,902,48665,4664,144,0,3.087
A012,Grandview Police Department,Municipal Police,2023-09,902,47323,4624,89,0,1.925
A012,Grandview Police Department,Municipal Police,2023-10,902,43991,3770,84,0,2.228
A012,Grandview Police Department,Municipal Police,2023-11,902,42461,4450,63,0,1.416
A012,Grandview Police Department,Municipal Police,2023-12,902,42620,3913,78,0,1.993
A012,Grandview Police Department,Municipal Police,2024-01,902,42469,4042,82,0,2.029
A012,Grandview Police Department,Municipal Police,2024-02,902,42178,4114,64,0,1.556
A012,Grandview Police Department,Municipal Police,2024-03,902,43911,4301,85,0,1.976
A012,Grandview Police Department,Municipal Police,2024-04,902,41851,3904,67,0,1.716
A012,Grandview Police Department,Municipal Police,2024-05,902,44693,3957,110,0,2.78
A012,Grandview Police Department,Municipal Police,2024-06,902,48894,4863,134,0,2.756
A012,Grandview Police Department,Municipal Police,2024-07,902,49154,4108,109,0,2.653
A012,Grandview Police Department,Municipal Police,2024-08,902,47057,4659,133,0,2.855
A012,Grandview Police Department,Municipal Police,2024-09,902,47006,3817,98,0,2.567
A012,Grandview Police Department,Municipal Police,2024-10,902,45534,4738,114,0,2.406
A012,Grandview Police Department,Municipal Police,2024-11,902,44561,3980,62,0,1.558
A012,Grandview Police Department,Municipal Police,2024-12,902,43329,3696,73,0,1.975
A012,Grandview Police Department,Municipal Police,2025-01,902,41795,3729,64,0,1.716
A012,Grandview Police Department,Municipal Police,2025-02,902,39576,3380,53,0,1.568
A012,Grandview Police Department,Municipal Police,2025-03,902,43057,4501,89,0,1.977
A012,Grandview Police Department,Municipal Police,2025-04,902,45361,3660,75,0,2.049
A012,Grandview Police Department,Municipal Police,2025-05,902,46100,3792,98,0,2.584
A012,Grandview Police Department,Municipal Police,2025-06,902,46462,4268,93,0,2.179
A012,Grandview Police Department,Municipal Police,2025-07,902,50549,4729,141,0,2.982
A012,Grandview Police Department,Municipal Police,2025-08,902,50563,4954,127,0,2.564
A012,Grandview Police Department,Municipal Police,2025-09,902,49130,4971,101,0,2.032
A012,Grandview Police Department,Municipal Police,2025-10,902,46801,3920,72,0,1.837
A012,Grandview Police Department,Municipal Police,2025-11,902,43683,3954,74,0,1.872
A012,Grandview Police Department,Municipal Police,2025-12,902,42285,3560,71,0,1.994
A012,Grandview Police Department,Municipal Police,2026-01,902,41296,3539,66,0,1.865
A012,Grandview Police Department,Municipal Police,2026-02,902,40809,3149,50,0,1.588
A012,Grandview Police Department,Municipal Police,2026-03,902,41080,3887,91,0,2.341
A012,Grandview Police Department,Municipal Police,2026-04,902,43408,4847,97,0,2.001
A012,Grandview Police Department,Municipal Police,2026-05,902,32513,2973,54,1,1.816
A012,Grandview Police Department,Municipal Police,2026-06,902,21758,1882,20,1,1.063
